0.750000 0.750000 0.500000 0.000000 -0.000000 0.000000,
1.500000 0.750000 0.500000 0.000000 -0.000000 0.000000,
-1.500000 0.750000 0.500000 0.000000 -0.000000 0.000000,
0.750000 1.500000 0.500000 0.785400 -0.785400 0.000000,
1.500000 1.500000 0.500000 0.785400 -0.785400 0.000000,
-1.500000 1.500000 0.500000 0.785400 0.785400 0.000000,
0.750000 -1.500000 0.500000 -0.785400 -0.785400 0.000000,
1.500000 -1.500000 0.500000 -0.785400 -0.785400 0.000000,
-1.500000 -1.500000 0.500000 -0.785400 0.785400 0.000000,
0.750000 -0.750000 0.500000 0.000000 -0.000000 0.000000,
1.500000 -0.750000 0.500000 0.000000 -0.000000 0.000000,
-1.500000 -0.750000 0.500000 0.000000 0.000000 0.000000,
0.750000 0.750000 0.750000 3.141593 -1.570796 3.141593,
1.500000 0.750000 0.750000 3.141593 -1.570796 3.141593,
-1.500000 0.750000 0.750000 3.141593 1.570796 3.141593,
0.750000 1.500000 0.750000 -2.356193 -1.570796 3.141593,
1.500000 1.500000 0.750000 -2.356193 -1.570796 3.141593,
-1.500000 1.500000 0.750000 -2.356193 1.570796 3.141593,
0.750000 -1.500000 0.750000 2.356193 -1.570796 3.141593,
1.500000 -1.500000 0.750000 2.356193 -1.570796 3.141593,
-1.500000 -1.500000 0.750000 2.356193 1.570796 3.141593,
0.750000 -0.750000 0.750000 3.141593 -1.570796 3.141593,
1.500000 -0.750000 0.750000 3.141593 -1.570796 3.141593,
-1.500000 -0.750000 0.750000 3.141593 1.570796 3.141593,
0.750000 0.750000 1.000000 -3.141593 0.000000 -3.141593,
1.500000 0.750000 1.000000 3.141593 -0.785400 3.141593,
-1.500000 0.750000 1.000000 3.141593 0.000000 0.000000,
0.750000 1.500000 1.000000 -2.356193 -0.785400 3.141593,
1.500000 1.500000 1.000000 -2.356193 -0.785400 3.141593,
-1.500000 1.500000 1.000000 -2.356193 0.785400 3.141593,
0.750000 -1.500000 1.000000 2.356193 -0.785400 3.141593,
1.500000 -1.500000 1.000000 2.356193 -0.785400 3.141593,
-1.500000 -1.500000 1.000000 2.356193 0.785400 3.141593,
0.750000 -0.750000 1.000000 -3.141593 0.000000 -3.141593,
1.500000 -0.750000 1.000000 3.141593 -0.785400 3.141593,
-1.500000 -0.750000 1.000000 3.141593 0.000000 0.000000,
